web_scraper_order,id,web_scraper_start_url,link_pages,link_listings,area_m2_raw,area_m2,rooms_raw,rent_chf_raw,rent_chf,year_built_raw,address,canton
1764444112-24,103,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=11&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002665236,94 m2,94,3.5,"1,860.–",1860,2007,"Neumarktstrasse 29, 2503 Biel/Bienne",Bern
1764444116-25,104,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=11&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002665237,84 m2,84,3.5,"2,025.–",2025,2014,"Sandstrasse 116, 3302 Moosseedorf",Bern
1764444122-26,105,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002666954,97 m2,97,3.5,"1,780.–",1780,2021,"Bahnhofstr. 43, 4950 Huttwil",Bern
1764444124-27,106,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002666955,71 m2,71,3.5,"1,580.–",1580,2021,"Bahnhofstr. 43, 4950 Huttwil",Bern
1764444127-28,107,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002670039,89 m2,89,3.5,"1,610.–",1610,2014,"Melchnaustrasse 4d, 4934 Madiswil",Bern
1764444130-29,108,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002674982,81 m2,81,3.5,"2,045.–",2045,2014,"Sandstrasse 106, 3302 Moosseedorf",Bern
1764444134-30,109,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002676663,69 m2,69,3,"1,820.–",1820,1961,"Tessenbergstr. 59a, 2505 Biel-Vingelz",Bern
1764444144-31,110,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002683578,78 m2,78,4.5,"1,595.–",1595,1967,"Quartierweg 10, 3303 Jegenstorf",Bern
1764444147-32,111,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002686688,69 m2,69,4.5,"1,680.–",1680,1965,"Dorfmattweg 15 a, 3110 Münsingen",Bern
1764444149-33,112,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002688343,66 m2,66,4.5,"1,450.–",1450,1959,"Neuhofstrasse 27, 3422 Kirchberg",Bern
1764444152-34,113,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002695050,87 m2,87,3.5,"1,630.–",1630,1962,"Typonweg 11 b, 3400 Burgdorf",Bern
1764444156-35,114,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002704495,96 m2,96,3.5,"1,770.–",1770,1962,"Dammstrasse 24, 3400 Burgdorf",Bern
1764444161-36,115,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002704496,105 m2,105,4.5,"2,100.–",2100,1962,"Typonweg 15 a, 3400 Burgdorf",Bern
1764444164-37,116,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002711389,122 m2,122,4.5,"2,100.–",2100,1992,"Mattenhofstr. 13, 3007 Bern",Bern
1764444168-38,117,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002711390,145 m2,145,5,"2,650.–",2650,1992,"Mattenhofstr. 13, 3007 Bern",Bern
1764444171-39,118,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002716289,88 m2,88,4.5,"1,590.–",1590,1980,"In der Gass 1, 3380 Wangen an der Aare",Bern
1764444174-40,119,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002723181,66 m2,66,3.5,"1,650.–",1650,1960,"Winkelriedstr. 9, 3014 Bern",Bern
1764444176-41,120,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10,https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=10&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true,https://www.homegate.ch/rent/4002723190,61 m2,61,3,"1,180.–",1180,1967,"Eigerweg 7, 3177 Laupen BE",Bern
