Bauperiode 
    Vor 1919 erbaut
Zwischen 1919 und 1945 erbaut    
Zwischen 1946 und 1960 erbaut    
Zwischen 1961 und 1970 erbaut    
Zwischen 1971 und 1980 erbaut    
Zwischen 1981 und 1990 erbaut    
Zwischen 1991 und 2000 erbaut    
Zwischen 2001 und 2005 erbaut    
Zwischen 2006 und 2010 erbaut    
Zwischen 2011 und 2015 erbaut    
Zwischen 2016 und 2020 erbaut    
Zwischen 2021 und 2024 erbaut    
